y,z,theta
0.00000000,0.11290323,1.000000000000e+00
0.01612903,0.11290323,9.008868117234e-01
0.04838710,0.11290323,8.522068015611e-01
0.08064516,0.11290323,8.034872959364e-01
0.11290323,0.11290323,7.652843107566e-01
0.14516129,0.11290323,7.355557029281e-01
0.17741935,0.11290323,7.118895297430e-01
0.20967742,0.11290323,6.925269276042e-01
0.24193548,0.11290323,6.762287350642e-01
0.27419355,0.11290323,6.621495965140e-01
0.30645161,0.11290323,6.497255935814e-01
0.33870968,0.11290323,6.385832586094e-01
0.37096774,0.11290323,6.284722142079e-01
0.40322581,0.11290323,6.192190474789e-01
0.43548387,0.11290323,6.106977387050e-01
0.46774194,0.11290323,6.028116419812e-01
0.50000000,0.11290323,5.954827950136e-01
0.53225806,0.11290323,5.886454416166e-01
0.56451613,0.11290323,5.822417899575e-01
0.59677419,0.11290323,5.762186730892e-01
0.62903226,0.11290323,5.705248362659e-01
0.66129032,0.11290323,5.651076050022e-01
0.69354839,0.11290323,5.599117765808e-01
0.72580645,0.11290323,5.548743286735e-01
0.75806452,0.11290323,5.499385503605e-01
0.79032258,0.11290323,5.450123932341e-01
0.82258065,0.11290323,5.399776748782e-01
0.85483871,0.11290323,5.347115642604e-01
0.88709677,0.11290323,5.290385350190e-01
0.91935484,0.11290323,5.227237571642e-01
0.95161290,0.11290323,5.158657536421e-01
0.98387097,0.11290323,5.088329870762e-01
1.00000000,0.11290323,5.000000000000e-01
0.00000000,0.14516129,1.000000000000e+00
0.01612903,0.14516129,9.157374840152e-01
0.04838710,0.14516129,8.717470580691e-01
0.08064516,0.14516129,8.273141449701e-01
0.11290323,0.14516129,7.911813004086e-01
0.14516129,0.14516129,7.620489689561e-01
0.17741935,0.14516129,7.381147084877e-01
0.20967742,0.14516129,7.180130088939e-01
0.24193548,0.14516129,7.007325334007e-01
0.27419355,0.14516129,6.855543303027e-01
0.30645161,0.14516129,6.719842084122e-01
0.33870968,0.14516129,6.596877610072e-01
0.37096774,0.14516129,6.484369434639e-01
0.40322581,0.14516129,6.380711913574e-01
0.43548387,0.14516129,6.284716183907e-01
0.46774194,0.14516129,6.195450050454e-01
0.50000000,0.14516129,6.112142272783e-01
0.53225806,0.14516129,6.034124336161e-01
0.56451613,0.14516129,5.960791932723e-01
0.59677419,0.14516129,5.891573459536e-01
0.62903226,0.14516129,5.825904075609e-01
0.66129032,0.14516129,5.763190901139e-01
0.69354839,0.14516129,5.702806592481e-01
0.72580645,0.14516129,5.644029446648e-01
0.75806452,0.14516129,5.586240277547e-01
0.79032258,0.14516129,5.528263508455e-01
0.82258065,0.14516129,5.468835030828e-01
0.85483871,0.14516129,5.406496313707e-01
0.88709677,0.14516129,5.339248890086e-01
0.91935484,0.14516129,5.264479854318e-01
0.95161290,0.14516129,5.183797414697e-01
0.98387097,0.14516129,5.101084436933e-01
1.00000000,0.14516129,5.000000000000e-01
0.00000000,0.17741935,1.000000000000e+00
0.01612903,0.17741935,9.246539453919e-01
0.04838710,0.17741935,8.838418750914e-01
0.08064516,0.17741935,8.427491749444e-01
0.11290323,0.17741935,8.086940165211e-01
0.14516129,0.17741935,7.806187607596e-01
0.17741935,0.17741935,7.570317618961e-01
0.20967742,0.17741935,7.368158765981e-01
0.24193548,0.17741935,7.191334705661e-01
0.27419355,0.17741935,7.033789428398e-01
0.30645161,0.17741935,6.891301999223e-01
0.33870968,0.17741935,6.760988130627e-01
0.37096774,0.17741935,6.640864940004e-01
0.40322581,0.17741935,6.529521375826e-01
0.43548387,0.17741935,6.425894491286e-01
0.46774194,0.17741935,6.329129478631e-01
0.50000000,0.17741935,6.238496540866e-01
0.53225806,0.17741935,6.153341135401e-01
0.56451613,0.17741935,6.073051573384e-01
0.59677419,0.17741935,5.997031773260e-01
0.62903226,0.17741935,5.924678348791e-01
0.66129032,0.17741935,5.855347449619e-01
0.69354839,0.17741935,5.788352151577e-01
